loan_id,issue_date,term_months,loan_amnt,interest_rate,grade,sub_grade,emp_length_years,annual_income,dti,state,home_ownership,purpose,application_type,verification_status,delinq_2yrs,inq_last_6m,open_acc,revol_util,revol_bal,total_acc,earliest_credit_line_year,fico_low,fico_high,pub_rec,mort_acc,pub_rec_bankruptcies,default,default_date,last_pymnt_date,recoveries,collection_recovery_fee
119,2019-12-01,36,18000.0,13.43,D,D2,5,140100.0,10.49,HI,RENT,debt_consolidation,INDIVIDUAL,Source Verified,1,0,11,62.8,12370.0,19,2011,796,807,0,3,0,0,,2022-03-01,0.0,0.0
120,2018-05-28,60,7200.0,10.85,C,C2,11,151500.0,7.02,NJ,MORTGAGE,credit_card,INDIVIDUAL,Verified,1,4,7,66.3,51740.0,13,2016,825,850,0,1,0,0,,2020-05-28,0.0,0.0
121,2019-07-18,60,8900.0,14.1,D,D4,4,69000.0,8.86,AR,RENT,credit_card,INDIVIDUAL,Verified,1,1,17,71.4,69630.0,23,2000,789,810,0,0,0,0,,2022-08-18,0.0,0.0
122,2020-08-20,36,16500.0,18.96,F,F4,4,90300.0,27.9,UT,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,1,9,74.3,17370.0,13,2011,589,604,0,2,0,1,2022-01-20,2020-11-20,2360.13,137.47
123,2021-03-31,36,14200.0,16.42,D,D5,1,44600.0,8.56,VT,RENT,home_improvement,INDIVIDUAL,Verified,1,1,7,45.2,20140.0,16,2008,709,742,0,1,0,0,,2022-11-30,0.0,0.0
124,2023-08-26,60,11300.0,13.27,D,D3,4,67100.0,29.27,CO,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,0,1,18.7,2820.0,8,1984,657,671,0,3,0,1,2024-04-26,2025-03-26,403.53,31.46
125,2023-06-21,36,6300.0,9.15,B,B2,1,60500.0,19.68,NE,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,9,50.4,129540.0,14,1980,762,795,0,1,0,0,,2024-10-21,0.0,0.0
126,2020-11-23,36,12200.0,16.94,E,E2,7,58600.0,16.28,OK,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,7,3.3,92800.0,13,1986,785,816,1,2,1,0,,2022-03-23,0.0,0.0
127,2023-12-01,36,9000.0,15.91,E,E4,6,123500.0,9.99,PA,RENT,credit_card,INDIVIDUAL,Verified,0,2,14,46.7,47370.0,17,2015,701,712,0,3,0,0,,2025-01-01,0.0,0.0
128,2019-07-28,36,4700.0,7.49,B,B4,11,74500.0,26.85,DC,RENT,small_business,INDIVIDUAL,Source Verified,1,2,11,16.0,19040.0,20,2017,698,703,0,1,0,1,2020-10-28,2021-01-28,20.63,2.96
129,2024-12-25,60,30500.0,8.07,B,B4,0,167900.0,21.82,SD,RENT,credit_card,INDIVIDUAL,Verified,0,3,9,30.1,125530.0,12,2001,610,620,0,1,0,0,,2028-01-25,0.0,0.0
130,2024-04-03,36,3600.0,20.29,F,F1,10,75800.0,24.3,CO,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,7,13.0,172710.0,12,2000,596,607,0,1,0,0,,2025-03-03,0.0,0.0
131,2021-07-20,36,7000.0,15.28,D,D3,2,220800.0,16.09,DE,MORTGAGE,major_purchase,JOINT,Not Verified,0,0,9,43.6,20830.0,17,2002,730,738,0,3,0,0,,2023-02-20,0.0,0.0
132,2023-06-10,36,19300.0,8.43,B,B3,7,130000.0,22.67,KY,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,7,63.0,54570.0,11,2001,693,726,0,1,0,0,,2024-10-10,0.0,0.0
133,2024-11-20,36,22000.0,18.55,F,F1,1,63100.0,28.37,OH,RENT,small_business,INDIVIDUAL,Not Verified,2,1,10,54.8,23120.0,19,2011,689,703,1,2,1,0,,2025-09-20,0.0,0.0
134,2023-02-10,36,13200.0,18.87,F,F2,6,72800.0,22.17,ME,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,2,12,56.6,36490.0,16,1986,730,761,0,0,0,0,,2023-09-10,0.0,0.0
135,2019-08-18,36,12700.0,11.16,B,B5,0,41700.0,10.61,NC,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,2,2,10,51.4,71560.0,14,1982,731,762,1,0,0,0,,2022-01-18,0.0,0.0
136,2020-07-03,60,8700.0,10.31,B,B5,3,72300.0,21.64,KY,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,0,0,1,32.3,16430.0,9,1980,632,637,0,1,0,0,,2023-12-03,0.0,0.0
137,2022-06-24,36,15300.0,14.32,D,D2,6,38500.0,23.28,WY,MORTGAGE,debt_consolidation,JOINT,Not Verified,0,0,4,52.7,52630.0,10,1991,664,690,0,0,0,0,,2022-12-24,0.0,0.0
138,2018-02-22,36,17000.0,14.64,E,E5,13,137500.0,29.74,ID,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,2,4,58.0,56860.0,8,2017,742,759,0,3,0,0,,2020-02-22,0.0,0.0
139,2023-12-20,60,23600.0,13.37,C,C4,0,54800.0,22.09,OH,MORTGAGE,other,INDIVIDUAL,Verified,1,2,8,39.7,119310.0,15,2002,577,584,0,0,0,0,,2025-08-20,0.0,0.0
140,2019-09-23,36,5800.0,9.71,A,A3,5,80500.0,25.71,MT,RENT,credit_card,INDIVIDUAL,Verified,0,0,12,20.1,99520.0,20,1995,715,725,0,1,0,0,,2020-11-23,0.0,0.0
141,2023-07-28,60,9300.0,12.59,C,C4,3,18900.0,22.31,OK,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,15,34.4,70960.0,20,2004,726,754,0,3,0,0,,2028-01-28,0.0,0.0
142,2023-09-25,60,6800.0,12.3,C,C5,0,57100.0,8.52,NE,RENT,moving,INDIVIDUAL,Not Verified,0,5,14,48.9,5560.0,17,2008,669,677,0,1,0,0,,2026-05-25,0.0,0.0
143,2021-12-02,60,10900.0,8.05,B,B5,1,53900.0,23.81,TX,RENT,car,INDIVIDUAL,Verified,0,0,4,23.4,48550.0,9,1980,622,628,0,1,0,1,2022-08-02,2025-08-02,1177.44,135.48
144,2019-09-17,36,15400.0,17.97,E,E3,4,109800.0,18.84,GA,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,1,11,52.8,26280.0,18,2014,709,734,0,0,0,1,2020-07-17,2021-08-17,1412.72,342.96
145,2021-05-13,36,12800.0,9.75,B,B4,7,88200.0,31.98,CA,RENT,car,INDIVIDUAL,Source Verified,0,0,9,54.3,78600.0,13,2012,784,807,0,2,0,0,,2023-03-13,0.0,0.0
146,2019-08-31,36,11800.0,19.22,F,F3,6,115900.0,7.93,SC,MORTGAGE,debt_consolidation,JOINT,Verified,0,2,6,48.1,47380.0,12,1983,648,656,1,2,0,0,,2021-12-31,0.0,0.0
147,2022-09-22,36,6200.0,14.61,D,D5,0,84400.0,10.07,DC,OWN,major_purchase,INDIVIDUAL,Source Verified,0,0,11,45.1,102890.0,17,1986,719,733,0,0,0,0,,2023-10-22,0.0,0.0
148,2019-01-30,60,5000.0,11.43,C,C3,0,130200.0,23.08,ND,RENT,debt_consolidation,JOINT,Not Verified,1,6,9,61.6,216200.0,15,1994,537,544,0,0,0,0,,2022-09-30,0.0,0.0
149,2022-08-28,60,14900.0,15.55,D,D3,7,83300.0,28.58,NM,RENT,debt_consolidation,JOINT,Verified,0,2,1,92.2,49400.0,7,2015,792,810,0,1,0,0,,2025-09-28,0.0,0.0
150,2021-07-03,60,8600.0,13.47,D,D5,5,31000.0,17.16,MT,OWN,medical,INDIVIDUAL,Not Verified,1,2,6,54.9,35350.0,12,1998,582,592,0,2,0,0,,2024-11-03,0.0,0.0
151,2022-12-16,60,10400.0,19.3,E,E3,12,63000.0,17.2,PA,RENT,debt_consolidation,INDIVIDUAL,Source Verified,1,0,3,60.6,15090.0,7,1994,827,848,0,2,0,0,,2026-01-16,0.0,0.0
152,2019-06-21,60,8800.0,22.48,G,G4,4,64800.0,19.45,MA,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,3,11,51.6,57350.0,15,2012,642,655,0,0,0,0,,2023-06-21,0.0,0.0
153,2022-08-29,36,5500.0,15.57,D,D5,10,11000.0,14.61,MA,RENT,home_improvement,INDIVIDUAL,Source Verified,0,2,9,57.6,170720.0,16,2003,575,586,0,0,0,0,,2023-09-29,0.0,0.0
154,2024-08-07,36,13300.0,13.28,C,C3,8,37800.0,24.91,OR,MORTGAGE,home_improvement,INDIVIDUAL,Source Verified,0,1,13,40.4,68830.0,21,1988,718,723,0,2,0,0,,2026-01-07,0.0,0.0
155,2020-11-08,60,14400.0,20.41,F,F2,9,203400.0,14.62,MD,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,8,57.2,30960.0,12,2015,759,769,0,1,0,0,,2023-01-08,0.0,0.0
156,2018-10-29,36,19100.0,13.18,C,C4,7,56900.0,22.9,TX,MORTGAGE,moving,INDIVIDUAL,Not Verified,0,3,9,18.3,24960.0,14,1981,634,649,0,1,0,0,,2020-01-29,0.0,0.0
157,2023-07-03,36,8900.0,11.89,C,C4,7,62400.0,8.74,GA,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,0,6,35.2,12280.0,8,1986,643,669,0,1,0,0,,2024-12-03,0.0,0.0
158,2021-02-04,36,9000.0,18.92,F,F4,0,20000.0,30.03,ID,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,2,11,87.1,140920.0,14,2003,609,637,0,1,0,0,,2022-12-04,0.0,0.0
159,2021-02-25,60,7000.0,17.36,F,F1,5,31500.0,3.16,NJ,MORTGAGE,home_improvement,INDIVIDUAL,Not Verified,0,0,9,56.0,74130.0,13,2013,684,696,0,3,1,0,,2022-06-25,0.0,0.0
160,2024-08-02,36,17100.0,11.94,C,C5,3,86400.0,10.56,MN,RENT,small_business,INDIVIDUAL,Source Verified,0,0,13,37.6,52160.0,18,1986,706,719,0,0,0,0,,2026-10-02,0.0,0.0
161,2021-06-17,60,15300.0,15.26,E,E1,11,51200.0,33.77,NH,OWN,debt_consolidation,INDIVIDUAL,Source Verified,0,0,9,82.8,16360.0,16,1998,795,818,0,3,0,0,,2025-01-17,0.0,0.0
162,2018-04-02,60,4900.0,12.62,C,C3,1,36000.0,18.71,CO,RENT,moving,INDIVIDUAL,Not Verified,0,2,13,11.0,74890.0,17,2003,774,780,0,1,0,0,,2020-08-02,0.0,0.0
163,2024-03-06,36,13900.0,16.42,E,E5,4,135100.0,13.38,WV,RENT,car,INDIVIDUAL,Source Verified,0,2,14,62.4,34480.0,22,2005,715,748,0,4,0,0,,2025-08-06,0.0,0.0
164,2019-12-08,36,19400.0,16.02,E,E4,9,45000.0,9.06,MD,RENT,debt_consolidation,INDIVIDUAL,Verified,0,3,3,43.7,67020.0,16,1985,678,701,0,0,0,0,,2020-08-08,0.0,0.0
165,2022-04-12,36,10300.0,8.89,C,C4,7,32400.0,14.95,AZ,RENT,car,INDIVIDUAL,Verified,0,1,16,34.5,5520.0,20,1990,628,660,0,0,1,0,,2024-08-12,0.0,0.0
166,2020-10-29,60,5800.0,14.17,D,D4,6,67700.0,20.03,HI,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,1,9,61.7,37130.0,16,1993,755,762,0,1,0,0,,2023-05-29,0.0,0.0
167,2019-07-22,60,22600.0,8.07,A,A4,10,42300.0,21.41,GA,RENT,credit_card,INDIVIDUAL,Source Verified,0,1,7,36.1,45560.0,16,1992,692,707,0,1,0,0,,2023-06-22,0.0,0.0
168,2023-02-26,60,8400.0,8.31,B,B3,7,42200.0,20.26,PA,MORTGAGE,other,INDIVIDUAL,Source Verified,0,0,10,63.6,73080.0,18,1990,634,664,0,2,0,0,,2024-10-26,0.0,0.0
169,2018-04-03,36,4900.0,12.03,B,B2,3,64000.0,5.5,DE,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,3,6,65.8,14660.0,12,1994,732,739,0,2,0,0,,2019-04-03,0.0,0.0
170,2018-02-08,36,7000.0,11.61,C,C5,0,46400.0,18.97,NV,MORTGAGE,house,INDIVIDUAL,Source Verified,0,0,6,57.6,3410.0,9,1994,590,611,0,2,0,0,,2020-02-08,0.0,0.0
171,2019-03-03,36,10000.0,7.16,B,B2,7,26500.0,20.37,SC,RENT,major_purchase,INDIVIDUAL,Not Verified,0,0,11,45.6,36060.0,18,1992,651,664,0,0,0,0,,2019-11-03,0.0,0.0
172,2019-02-03,60,8900.0,9.25,C,C5,2,90000.0,20.44,IL,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,1,49.5,54400.0,6,1996,712,727,0,2,0,0,,2023-07-03,0.0,0.0
173,2022-06-07,36,11900.0,7.83,B,B4,5,106500.0,18.21,WV,RENT,major_purchase,INDIVIDUAL,Verified,1,1,7,56.2,37160.0,16,2001,642,666,0,2,0,0,,2024-03-07,0.0,0.0
174,2019-12-14,36,13100.0,11.04,D,D1,10,57700.0,9.4,FL,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,15,59.6,12420.0,17,1995,765,783,0,1,0,0,,2020-06-14,0.0,0.0
175,2023-09-15,36,11500.0,16.1,D,D3,5,93100.0,11.55,NJ,RENT,credit_card,INDIVIDUAL,Source Verified,0,4,7,55.8,176120.0,12,1981,682,710,0,2,0,0,,2024-05-15,0.0,0.0
176,2022-10-25,36,9600.0,19.91,E,E5,4,54000.0,26.49,TX,RENT,small_business,INDIVIDUAL,Verified,0,1,10,102.9,84750.0,15,1999,655,666,1,2,0,1,2024-01-25,2025-06-25,802.72,170.05
177,2023-06-04,36,7200.0,18.23,F,F4,4,23100.0,12.57,AZ,OWN,debt_consolidation,INDIVIDUAL,Source Verified,0,2,12,8.1,184360.0,17,2006,646,679,0,1,0,0,,2025-07-04,0.0,0.0
178,2018-10-03,36,7900.0,15.74,D,D1,4,108300.0,12.95,GA,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,0,11,54.2,26290.0,17,2013,739,750,0,3,1,0,,2020-09-03,0.0,0.0
179,2020-02-13,36,13900.0,15.51,D,D4,2,62700.0,15.93,OH,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,7,51.9,8370.0,16,2013,721,730,0,1,0,0,,2021-01-13,0.0,0.0
180,2023-08-15,36,12200.0,13.58,D,D3,12,71900.0,9.48,AK,RENT,small_business,INDIVIDUAL,Verified,0,2,14,56.6,37050.0,19,1993,653,665,0,0,1,0,,2025-07-15,0.0,0.0
181,2018-09-24,60,19800.0,13.6,C,C1,3,62400.0,22.44,IN,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,0,10,31.1,27180.0,18,1986,715,731,0,0,0,0,,2020-10-24,0.0,0.0
182,2019-12-21,60,10600.0,19.54,E,E5,9,59900.0,9.12,DC,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,5,12,48.4,18770.0,15,1982,722,744,1,0,0,0,,2021-09-21,0.0,0.0
183,2022-12-13,36,9500.0,16.47,D,D5,1,71500.0,25.59,NE,RENT,debt_consolidation,INDIVIDUAL,Verified,0,3,8,49.6,100150.0,16,1988,625,634,0,0,0,0,,2025-11-13,0.0,0.0
184,2023-05-31,60,7000.0,14.8,D,D5,8,72300.0,8.59,MN,MORTGAGE,major_purchase,INDIVIDUAL,Not Verified,0,2,11,57.5,26810.0,15,1981,747,778,0,2,0,0,,2026-07-31,0.0,0.0
185,2018-12-29,36,15900.0,6.98,A,A5,6,132600.0,16.04,KS,RENT,debt_consolidation,INDIVIDUAL,Verified,0,2,7,49.3,13070.0,14,1991,778,800,0,1,0,0,,2020-10-29,0.0,0.0
186,2022-12-06,36,15700.0,16.91,E,E1,6,84200.0,20.41,NJ,RENT,debt_consolidation,INDIVIDUAL,Verified,0,4,11,60.9,7910.0,16,2007,660,665,0,1,0,0,,2024-07-06,0.0,0.0
187,2018-09-29,60,23800.0,16.97,E,E3,6,126400.0,23.53,KY,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,5,77.8,15870.0,14,2004,727,760,0,1,0,0,,2020-08-29,0.0,0.0
188,2024-03-18,60,14600.0,11.52,C,C1,7,151600.0,16.42,DE,OWN,home_improvement,JOINT,Not Verified,0,3,6,62.9,27430.0,11,2007,717,741,0,2,0,0,,2027-04-18,0.0,0.0
189,2019-02-22,60,14900.0,14.91,D,D5,5,27300.0,13.08,ND,MORTGAGE,debt_consolidation,INDIVIDUAL,Not Verified,1,3,10,88.4,8880.0,17,1995,627,648,0,1,0,0,,2022-01-22,0.0,0.0
190,2023-11-08,36,19500.0,13.47,C,C3,5,133500.0,27.93,ME,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,2,10,36.9,91370.0,15,1994,655,675,1,0,1,1,2024-03-08,2024-10-08,0.0,0.0
191,2020-08-04,36,10800.0,11.85,C,C2,8,94800.0,19.27,AZ,MORTGAGE,car,INDIVIDUAL,Verified,0,1,10,67.4,57700.0,12,2013,651,668,0,1,0,1,2022-06-04,2022-07-04,673.98,47.1
192,2022-03-19,60,16900.0,15.64,D,D2,1,86600.0,16.81,MI,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,1,7,63.0,19800.0,12,1993,813,822,1,1,0,0,,2023-11-19,0.0,0.0
193,2023-08-26,36,27000.0,9.68,C,C1,0,114000.0,5.27,KY,OWN,credit_card,INDIVIDUAL,Verified,1,2,11,54.1,37710.0,16,1984,559,571,0,1,0,0,,2024-09-26,0.0,0.0
194,2020-05-22,36,18000.0,22.16,F,F5,6,57200.0,19.34,LA,RENT,debt_consolidation,INDIVIDUAL,Verified,1,2,8,35.9,12400.0,15,2015,691,696,1,1,0,0,,2022-09-22,0.0,0.0
195,2019-02-16,60,8100.0,16.12,D,D2,0,92200.0,17.97,MN,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,4,12.7,72490.0,11,1990,794,813,1,0,0,0,,2021-11-16,0.0,0.0
196,2023-05-10,60,7700.0,13.56,C,C2,0,37000.0,8.51,NE,RENT,renewable_energy,INDIVIDUAL,Not Verified,0,1,10,56.1,76050.0,18,1997,732,742,0,1,0,0,,2025-05-10,0.0,0.0
197,2019-08-12,60,9900.0,17.84,E,E4,13,30400.0,12.53,MA,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,10,36.4,52300.0,18,2016,789,813,0,1,0,0,,2023-08-12,0.0,0.0
198,2020-11-14,36,11800.0,17.13,E,E4,12,88600.0,18.65,HI,RENT,credit_card,INDIVIDUAL,Source Verified,0,1,11,31.0,20220.0,19,1993,642,657,0,2,0,1,2021-02-14,2021-08-14,867.45,208.91
199,2023-12-18,60,9400.0,11.02,C,C3,3,63700.0,21.27,VT,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,3,10,17.7,42770.0,19,1987,734,749,0,4,0,0,,2024-11-18,0.0,0.0
200,2018-10-01,36,14000.0,11.98,C,C3,9,66100.0,10.87,PA,MORTGAGE,small_business,INDIVIDUAL,Source Verified,0,1,14,35.9,54640.0,18,2015,695,722,0,1,0,0,,2020-02-01,0.0,0.0
201,2022-05-02,36,7100.0,5.0,A,A5,10,42700.0,10.94,MD,MORTGAGE,car,INDIVIDUAL,Verified,0,2,8,63.6,16590.0,16,1986,698,716,0,2,0,0,,2024-07-02,0.0,0.0
202,2024-06-21,36,11000.0,9.71,C,C2,7,82100.0,18.81,OK,RENT,credit_card,INDIVIDUAL,Source Verified,0,5,7,48.6,49860.0,18,2015,658,691,0,0,0,0,,2026-01-21,0.0,0.0
203,2021-01-05,36,6600.0,16.67,E,E1,5,52300.0,12.11,OR,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,1,1,9,43.3,107400.0,16,2009,697,726,0,3,0,0,,2021-05-05,0.0,0.0
204,2023-07-04,36,18500.0,14.73,D,D1,8,64500.0,16.6,MT,MORTGAGE,debt_consolidation,JOINT,Not Verified,0,0,13,39.0,18630.0,15,1987,743,762,0,0,0,0,,2024-12-04,0.0,0.0
205,2021-02-01,60,6000.0,12.03,C,C4,9,50600.0,30.43,KS,RENT,credit_card,INDIVIDUAL,Verified,0,4,7,62.3,36080.0,12,1995,639,673,0,1,0,0,,2023-04-01,0.0,0.0
206,2018-01-26,36,6500.0,15.39,D,D3,8,42600.0,17.7,VT,OTHER,debt_consolidation,INDIVIDUAL,Verified,0,3,3,74.4,26030.0,5,2006,584,605,0,0,0,0,,2018-11-26,0.0,0.0
207,2018-10-02,36,19000.0,11.87,C,C5,0,59100.0,25.16,IN,RENT,house,INDIVIDUAL,Source Verified,0,2,5,20.2,8610.0,9,2003,705,716,0,2,0,0,,2021-02-02,0.0,0.0
208,2023-06-15,36,14900.0,8.2,A,A4,14,127000.0,9.28,LA,RENT,debt_consolidation,INDIVIDUAL,Not Verified,0,3,8,46.8,35710.0,19,1992,676,708,0,2,1,0,,2025-04-15,0.0,0.0
209,2024-07-25,36,10200.0,10.21,C,C4,15,51000.0,12.63,FL,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,4,0.0,23470.0,9,1984,715,739,0,2,0,0,,2024-11-25,0.0,0.0
210,2018-12-12,36,12600.0,23.18,F,F5,0,61700.0,12.48,NC,MORTGAGE,major_purchase,INDIVIDUAL,Source Verified,0,3,8,65.0,22270.0,11,2016,807,824,0,2,0,0,,2021-03-12,0.0,0.0
211,2023-05-26,60,10700.0,13.39,D,D5,8,57200.0,10.27,NM,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,4,15,61.9,158170.0,19,1997,691,722,0,1,0,0,,2024-12-26,0.0,0.0
212,2019-06-19,60,15100.0,13.62,D,D2,14,46600.0,5.62,CO,OWN,debt_consolidation,INDIVIDUAL,Verified,0,1,12,24.3,8270.0,19,2000,753,770,0,2,0,0,,2022-07-19,0.0,0.0
213,2022-08-22,36,4600.0,16.09,E,E5,10,130100.0,19.35,NE,RENT,debt_consolidation,INDIVIDUAL,Verified,0,1,8,0.0,18480.0,11,2014,629,638,0,3,0,0,,2023-11-22,0.0,0.0
214,2023-10-10,60,15000.0,17.92,E,E5,10,31300.0,20.71,NM,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,1,20,55.7,73190.0,30,2006,546,552,1,1,0,0,,2024-05-10,0.0,0.0
215,2024-06-10,36,8800.0,13.1,D,D4,0,63100.0,11.38,FL,MORTGAGE,credit_card,INDIVIDUAL,Not Verified,0,5,7,46.5,61920.0,13,1996,752,757,0,1,0,0,,2026-06-10,0.0,0.0
216,2022-09-17,36,27500.0,18.44,E,E4,9,41600.0,12.78,VT,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,10,66.3,143600.0,18,1986,605,628,0,0,1,0,,2024-02-17,0.0,0.0
217,2018-09-03,60,6800.0,13.12,E,E1,6,90400.0,18.55,ND,MORTGAGE,home_improvement,INDIVIDUAL,Verified,0,2,7,52.5,22470.0,10,2015,754,776,0,1,0,0,,2021-06-03,0.0,0.0
218,2020-08-22,36,16700.0,13.96,D,D1,9,71200.0,18.15,PA,RENT,debt_consolidation,INDIVIDUAL,Source Verified,1,1,7,54.6,38460.0,14,2014,694,722,0,2,0,1,2022-05-22,2022-09-22,1324.17,107.2
219,2021-06-02,60,11300.0,12.07,C,C1,1,126800.0,25.23,AK,RENT,debt_consolidation,INDIVIDUAL,Source Verified,0,3,7,47.5,39300.0,10,2010,740,756,1,2,0,0,,2022-02-02,0.0,0.0
220,2018-09-26,36,5300.0,17.08,E,E5,1,99100.0,25.94,ID,RENT,medical,JOINT,Source Verified,0,1,8,77.7,87020.0,14,2005,665,694,0,2,0,0,,2019-01-26,0.0,0.0
221,2023-11-23,60,21100.0,8.47,B,B2,5,69200.0,13.32,AZ,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,0,10,25.2,16450.0,14,1982,695,728,0,1,0,0,,2026-09-23,0.0,0.0
222,2019-06-17,36,17400.0,14.92,D,D4,4,99600.0,17.53,NC,RENT,wedding,INDIVIDUAL,Verified,0,3,6,66.1,19460.0,12,1991,698,712,0,0,0,1,2020-02-17,2021-01-17,655.24,89.42
223,2022-04-04,36,18800.0,16.37,D,D3,5,104800.0,10.99,KS,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,1,9,37.4,46090.0,11,1992,698,708,0,0,0,0,,2022-12-04,0.0,0.0
224,2020-07-23,36,32000.0,18.1,E,E2,4,40100.0,28.52,NJ,MORTGAGE,moving,INDIVIDUAL,Verified,0,1,11,23.5,84590.0,21,2010,777,804,0,0,0,0,,2022-03-23,0.0,0.0
225,2020-02-11,60,9800.0,16.19,D,D3,5,101200.0,19.86,CO,RENT,other,INDIVIDUAL,Verified,0,0,13,66.3,35910.0,13,1982,697,724,0,2,0,1,2021-05-11,2022-07-11,0.0,0.0
226,2021-12-04,36,15400.0,10.32,C,C5,3,77900.0,24.96,WV,MORTGAGE,debt_consolidation,INDIVIDUAL,Source Verified,0,1,8,47.9,13920.0,10,1991,704,716,0,1,0,0,,2023-06-04,0.0,0.0
227,2024-12-16,60,14300.0,16.31,D,D3,5,86600.0,15.46,NJ,OWN,debt_consolidation,INDIVIDUAL,Not Verified,0,1,6,51.0,12940.0,11,1987,616,634,0,4,0,0,,2026-11-16,0.0,0.0
228,2018-04-29,36,3900.0,16.96,E,E1,0,52900.0,25.15,MO,MORTGAGE,house,INDIVIDUAL,Verified,0,2,12,46.4,66240.0,16,2002,831,839,0,0,0,0,,2018-08-29,0.0,0.0
229,2022-09-01,36,3500.0,16.6,D,D4,8,41400.0,23.21,AK,MORTGAGE,small_business,INDIVIDUAL,Not Verified,0,2,7,56.9,181230.0,17,2010,694,704,0,3,0,0,,2024-10-01,0.0,0.0
230,2018-07-14,36,11500.0,13.04,D,D2,7,37500.0,26.95,MO,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,1,3,6,60.5,83140.0,11,1995,673,695,0,3,0,0,,2021-01-14,0.0,0.0
231,2021-05-25,36,18900.0,13.39,D,D1,0,10200.0,8.59,SC,OWN,debt_consolidation,INDIVIDUAL,Not Verified,0,2,2,57.8,115620.0,6,1994,719,745,1,0,0,0,,2023-12-25,0.0,0.0
232,2018-03-30,60,21300.0,17.98,E,E4,11,44800.0,18.52,LA,RENT,other,INDIVIDUAL,Not Verified,0,3,13,56.4,96650.0,19,1990,823,835,0,1,0,0,,2022-01-30,0.0,0.0
233,2019-03-14,36,20500.0,14.01,C,C1,2,253100.0,25.68,OK,MORTGAGE,credit_card,INDIVIDUAL,Source Verified,0,3,9,47.6,21200.0,16,1996,680,700,0,0,0,1,2019-07-14,2020-11-14,2209.96,525.45
234,2021-05-16,60,3700.0,10.18,C,C2,10,104000.0,11.45,RI,MORTGAGE,credit_card,INDIVIDUAL,Verified,0,1,2,50.7,18050.0,9,2016,744,760,0,1,1,0,,2023-11-16,0.0,0.0
235,2024-12-04,36,23200.0,12.36,D,D5,7,78800.0,21.65,MD,RENT,credit_card,INDIVIDUAL,Verified,0,1,7,75.4,44440.0,10,1989,602,622,0,1,0,1,2025-04-04,2025-08-04,2833.34,526.68
236,2021-02-21,36,13700.0,19.97,F,F3,10,112300.0,22.0,OR,OWN,small_business,INDIVIDUAL,Source Verified,0,3,8,59.9,39120.0,15,2008,647,681,0,1,0,1,2022-09-21,2023-04-21,1749.83,411.78
237,2022-09-28,60,5100.0,8.63,B,B5,6,57400.0,22.91,TN,MORTGAGE,debt_consolidation,INDIVIDUAL,Verified,0,3,7,58.5,52920.0,12,2008,723,748,0,2,0,0,,2027-01-28,0.0,0.0
238,2023-01-08,36,8700.0,19.2,F,F3,8,53300.0,20.34,OH,OWN,debt_consolidation,INDIVIDUAL,Source Verified,1,1,15,11.9,6330.0,24,2009,716,731,0,1,0,0,,2025-08-08,0.0,0.0
